adjustment_id,fileName,originalQid,issue,detail,updatedFile,status,evidence
653,CQ18861.md,18861,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ18861_updated.md,PASS,Question YAML heading with fenced yaml block present
654,CQ18861.md,18861,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ18861_updated.md,PASS,case-study numbered item count = 17
655,CQ18861.md,18861,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ18861_updated.md,PASS,json parsed as dict
656,CQ18861.md,18861,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ18861_updated.md,PASS,json parsed as dict
657,CQ18861.md,18861,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ18861_updated.md,PASS,json parsed as dict
658,CQ19064.md,19064,missing_pass1_sections,Only 12 numbered sections found,C:\FOC\Workspace\Finished\CQ19064_updated.md,PASS,numbered Pass-1 section count = 19
659,CQ19099.md,19099,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ19099_updated.md,PASS,leading YAML frontmatter present
660,CQ19099.md,19099,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ19099_updated.md,PASS,Question YAML heading with fenced yaml block present
661,CQ19099.md,19099,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ19099_updated.md,PASS,case-study numbered item count = 17
662,CQ19099.md,19099,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ19099_updated.md,PASS,json parsed as dict
663,CQ19099.md,19099,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ19099_updated.md,PASS,json parsed as dict
664,CQ19099.md,19099,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ19099_updated.md,PASS,json parsed as dict
665,CQ19143.md,19143,missing_pass1_sections,Only 12 numbered sections found,C:\FOC\Workspace\Finished\CQ19143_updated.md,PASS,numbered Pass-1 section count = 19
666,CQ19177.md,19177,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ19177_updated.md,PASS,leading YAML frontmatter present
667,CQ19177.md,19177,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ19177_updated.md,PASS,json parsed as dict
668,CQ19177.md,19177,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ19177_updated.md,PASS,json parsed as dict
669,CQ19177.md,19177,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ19177_updated.md,PASS,json parsed as dict
670,CQ19194.md,19194,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ19194_updated.md,PASS,leading YAML frontmatter present
671,CQ19194.md,19194,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ19194_updated.md,PASS,case-study numbered item count = 17
672,CQ19194.md,19194,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ19194_updated.md,PASS,json parsed as dict
673,CQ19194.md,19194,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ19194_updated.md,PASS,json parsed as dict
674,CQ19194.md,19194,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ19194_updated.md,PASS,json parsed as dict
675,CQ19213.md,19213,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ19213_updated.md,PASS,leading YAML frontmatter present
676,CQ19213.md,19213,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ19213_updated.md,PASS,Question YAML heading with fenced yaml block present
677,CQ19213.md,19213,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ19213_updated.md,PASS,case-study numbered item count = 17
678,CQ19213.md,19213,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ19213_updated.md,PASS,json parsed as dict
679,CQ19213.md,19213,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ19213_updated.md,PASS,json parsed as dict
680,CQ19213.md,19213,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ19213_updated.md,PASS,json parsed as dict
681,CQ19228.md,19228,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ19228_updated.md,PASS,leading YAML frontmatter present
682,CQ19228.md,19228,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ19228_updated.md,PASS,json parsed as dict
683,CQ19228.md,19228,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ19228_updated.md,PASS,json parsed as dict
684,CQ19228.md,19228,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ19228_updated.md,PASS,json parsed as dict
685,CQ19250.md,19250,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ19250_updated.md,PASS,leading YAML frontmatter present
686,CQ19250.md,19250,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ19250_updated.md,PASS,Question YAML heading with fenced yaml block present
687,CQ19250.md,19250,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ19250_updated.md,PASS,case-study numbered item count = 17
688,CQ19250.md,19250,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ19250_updated.md,PASS,json parsed as dict
689,CQ19250.md,19250,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ19250_updated.md,PASS,json parsed as dict
690,CQ19250.md,19250,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ19250_updated.md,PASS,json parsed as dict
691,CQ19263.md,19263,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ19263_updated.md,PASS,leading YAML frontmatter present
692,CQ19263.md,19263,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ19263_updated.md,PASS,Question YAML heading with fenced yaml block present
693,CQ19263.md,19263,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ19263_updated.md,PASS,case-study numbered item count = 17
694,CQ19263.md,19263,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ19263_updated.md,PASS,json parsed as dict
695,CQ19263.md,19263,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ19263_updated.md,PASS,json parsed as dict
696,CQ19263.md,19263,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ19263_updated.md,PASS,json parsed as dict
697,CQ19266.md,19266,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ19266_updated.md,PASS,leading YAML frontmatter present
698,CQ19266.md,19266,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ19266_updated.md,PASS,json parsed as dict
699,CQ19266.md,19266,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ19266_updated.md,PASS,json parsed as dict
700,CQ19266.md,19266,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ19266_updated.md,PASS,json parsed as dict
701,CQ19286.md,19286,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ19286_updated.md,PASS,leading YAML frontmatter present
702,CQ19286.md,19286,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ19286_updated.md,PASS,json parsed as dict
703,CQ19286.md,19286,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ19286_updated.md,PASS,json parsed as dict
704,CQ19286.md,19286,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ19286_updated.md,PASS,json parsed as dict
705,CQ19305.md,19305,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ19305_updated.md,PASS,leading YAML frontmatter present
706,CQ19305.md,19305,missing_pass1_sections,Only 9 numbered sections found,C:\FOC\Workspace\Finished\CQ19305_updated.md,PASS,numbered Pass-1 section count = 14
707,CQ19305.md,19305,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ19305_updated.md,PASS,Question YAML heading with fenced yaml block present
708,CQ19305.md,19305,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ19305_updated.md,PASS,case-study numbered item count = 17
709,CQ19305.md,19305,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ19305_updated.md,PASS,json parsed as dict
710,CQ19305.md,19305,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ19305_updated.md,PASS,json parsed as dict
711,CQ19305.md,19305,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ19305_updated.md,PASS,json parsed as dict
712,CQ19336.md,19336,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ19336_updated.md,PASS,leading YAML frontmatter present
713,CQ19336.md,19336,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ19336_updated.md,PASS,Question YAML heading with fenced yaml block present
714,CQ19336.md,19336,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ19336_updated.md,PASS,case-study numbered item count = 17
715,CQ19336.md,19336,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ19336_updated.md,PASS,json parsed as dict
716,CQ19336.md,19336,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ19336_updated.md,PASS,json parsed as dict
717,CQ19336.md,19336,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ19336_updated.md,PASS,json parsed as dict
718,CQ19379.md,19379,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ19379_updated.md,PASS,leading YAML frontmatter present
719,CQ19379.md,19379,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ19379_updated.md,PASS,Question YAML heading with fenced yaml block present
720,CQ19379.md,19379,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ19379_updated.md,PASS,case-study numbered item count = 17
721,CQ19379.md,19379,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ19379_updated.md,PASS,json parsed as dict
722,CQ19379.md,19379,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ19379_updated.md,PASS,json parsed as dict
723,CQ19379.md,19379,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ19379_updated.md,PASS,json parsed as dict
724,CQ19381.md,19381,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ19381_updated.md,PASS,leading YAML frontmatter present
725,CQ19381.md,19381,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ19381_updated.md,PASS,Question YAML heading with fenced yaml block present
726,CQ19381.md,19381,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ19381_updated.md,PASS,case-study numbered item count = 17
727,CQ19381.md,19381,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ19381_updated.md,PASS,json parsed as dict
728,CQ19381.md,19381,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ19381_updated.md,PASS,json parsed as dict
729,CQ19381.md,19381,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ19381_updated.md,PASS,json parsed as dict
730,CQ19386.md,19386,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ19386_updated.md,PASS,leading YAML frontmatter present
731,CQ19386.md,19386,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ19386_updated.md,PASS,case-study numbered item count = 17
732,CQ19386.md,19386,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ19386_updated.md,PASS,json parsed as dict
733,CQ19386.md,19386,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ19386_updated.md,PASS,json parsed as dict
734,CQ19386.md,19386,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ19386_updated.md,PASS,json parsed as dict
735,CQ19430.md,19430,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ19430_updated.md,PASS,leading YAML frontmatter present
736,CQ19430.md,19430,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ19430_updated.md,PASS,Question YAML heading with fenced yaml block present
737,CQ19430.md,19430,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ19430_updated.md,PASS,case-study numbered item count = 17
738,CQ19430.md,19430,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ19430_updated.md,PASS,json parsed as dict
739,CQ19430.md,19430,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ19430_updated.md,PASS,json parsed as dict
740,CQ19430.md,19430,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ19430_updated.md,PASS,json parsed as dict
741,CQ19434.md,19434,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ19434_updated.md,PASS,leading YAML frontmatter present
742,CQ19434.md,19434,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ19434_updated.md,PASS,json parsed as dict
743,CQ19434.md,19434,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ19434_updated.md,PASS,json parsed as dict
744,CQ19434.md,19434,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ19434_updated.md,PASS,json parsed as dict
745,CQ19448.md,19448,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ19448_updated.md,PASS,leading YAML frontmatter present
746,CQ19448.md,19448,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ19448_updated.md,PASS,json parsed as dict
747,CQ19448.md,19448,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ19448_updated.md,PASS,json parsed as dict
748,CQ19448.md,19448,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ19448_updated.md,PASS,json parsed as dict
749,CQ19499.md,19499,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ19499_updated.md,PASS,leading YAML frontmatter present
750,CQ19499.md,19499,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ19499_updated.md,PASS,Question YAML heading with fenced yaml block present
751,CQ19499.md,19499,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ19499_updated.md,PASS,case-study numbered item count = 17
752,CQ19499.md,19499,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ19499_updated.md,PASS,json parsed as dict
753,CQ19499.md,19499,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ19499_updated.md,PASS,json parsed as dict
754,CQ19499.md,19499,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ19499_updated.md,PASS,json parsed as dict
755,CQ19501.md,19501,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ19501_updated.md,PASS,leading YAML frontmatter present
756,CQ19501.md,19501,missing_pass1_sections,Only 8 numbered sections found,C:\FOC\Workspace\Finished\CQ19501_updated.md,PASS,numbered Pass-1 section count = 14
757,CQ19501.md,19501,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ19501_updated.md,PASS,Question YAML heading with fenced yaml block present
758,CQ19501.md,19501,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ19501_updated.md,PASS,case-study numbered item count = 17
759,CQ19501.md,19501,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ19501_updated.md,PASS,json parsed as dict
760,CQ19501.md,19501,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ19501_updated.md,PASS,json parsed as dict
761,CQ19501.md,19501,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ19501_updated.md,PASS,json parsed as dict
762,CQ19502.md,19502,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ19502_updated.md,PASS,leading YAML frontmatter present
763,CQ19502.md,19502,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ19502_updated.md,PASS,Question YAML heading with fenced yaml block present
764,CQ19502.md,19502,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ19502_updated.md,PASS,case-study numbered item count = 17
765,CQ19502.md,19502,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ19502_updated.md,PASS,json parsed as dict
766,CQ19502.md,19502,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ19502_updated.md,PASS,json parsed as dict
767,CQ19502.md,19502,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ19502_updated.md,PASS,json parsed as dict
768,CQ19607.md,19607,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ19607_updated.md,PASS,leading YAML frontmatter present
769,CQ19607.md,19607,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ19607_updated.md,PASS,json parsed as dict
770,CQ19607.md,19607,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ19607_updated.md,PASS,json parsed as dict
771,CQ19607.md,19607,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ19607_updated.md,PASS,json parsed as dict
772,CQ19692.md,19692,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ19692_updated.md,PASS,leading YAML frontmatter present
773,CQ19692.md,19692,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ19692_updated.md,PASS,Question YAML heading with fenced yaml block present
774,CQ19692.md,19692,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ19692_updated.md,PASS,case-study numbered item count = 17
775,CQ19692.md,19692,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ19692_updated.md,PASS,json parsed as dict
776,CQ19692.md,19692,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ19692_updated.md,PASS,json parsed as dict
777,CQ19692.md,19692,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ19692_updated.md,PASS,json parsed as dict
778,CQ19721.md,19721,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ19721_updated.md,PASS,leading YAML frontmatter present
779,CQ19721.md,19721,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ19721_updated.md,PASS,Question YAML heading with fenced yaml block present
780,CQ19721.md,19721,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ19721_updated.md,PASS,case-study numbered item count = 17
781,CQ19721.md,19721,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ19721_updated.md,PASS,json parsed as dict
782,CQ19721.md,19721,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ19721_updated.md,PASS,json parsed as dict
783,CQ19721.md,19721,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ19721_updated.md,PASS,json parsed as dict
784,CQ19762.md,19762,missing_pass1_sections,Only 11 numbered sections found,C:\FOC\Workspace\Finished\CQ19762_updated.md,PASS,numbered Pass-1 section count = 14
785,CQ19762.md,19762,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ19762_updated.md,PASS,Question YAML heading with fenced yaml block present
786,CQ19762.md,19762,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ19762_updated.md,PASS,case-study numbered item count = 17
787,CQ19762.md,19762,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ19762_updated.md,PASS,json parsed as dict
788,CQ19762.md,19762,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ19762_updated.md,PASS,json parsed as dict
789,CQ19762.md,19762,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ19762_updated.md,PASS,json parsed as dict
790,CQ19793.md,19793,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ19793_updated.md,PASS,leading YAML frontmatter present
791,CQ19840.md,19840,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ19840_updated.md,PASS,leading YAML frontmatter present
792,CQ19840.md,19840,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ19840_updated.md,PASS,json parsed as dict
793,CQ19840.md,19840,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ19840_updated.md,PASS,json parsed as dict
794,CQ19840.md,19840,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ19840_updated.md,PASS,json parsed as dict
795,CQ19904.md,19904,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ19904_updated.md,PASS,leading YAML frontmatter present
796,CQ19904.md,19904,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ19904_updated.md,PASS,Question YAML heading with fenced yaml block present
797,CQ19904.md,19904,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ19904_updated.md,PASS,case-study numbered item count = 17
798,CQ19904.md,19904,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ19904_updated.md,PASS,json parsed as dict
799,CQ19904.md,19904,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ19904_updated.md,PASS,json parsed as dict
800,CQ19904.md,19904,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ19904_updated.md,PASS,json parsed as dict
801,CQ19982.md,19982,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ19982_updated.md,PASS,leading YAML frontmatter present
802,CQ19982.md,19982,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ19982_updated.md,PASS,case-study numbered item count = 17
803,CQ19982.md,19982,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ19982_updated.md,PASS,json parsed as dict
804,CQ19982.md,19982,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ19982_updated.md,PASS,json parsed as dict
805,CQ19982.md,19982,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ19982_updated.md,PASS,json parsed as dict
806,CQ20004.md,20004,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ20004_updated.md,PASS,leading YAML frontmatter present
807,CQ20014.md,20014,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ20014_updated.md,PASS,leading YAML frontmatter present
808,CQ20014.md,20014,missing_pass1_sections,Only 11 numbered sections found,C:\FOC\Workspace\Finished\CQ20014_updated.md,PASS,numbered Pass-1 section count = 14
809,CQ20014.md,20014,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ20014_updated.md,PASS,Question YAML heading with fenced yaml block present
810,CQ20014.md,20014,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ20014_updated.md,PASS,case-study numbered item count = 17
811,CQ20014.md,20014,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ20014_updated.md,PASS,json parsed as dict
812,CQ20014.md,20014,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ20014_updated.md,PASS,json parsed as dict
813,CQ20014.md,20014,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ20014_updated.md,PASS,json parsed as dict
814,CQ20024.md,20024,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ20024_updated.md,PASS,leading YAML frontmatter present
815,CQ20024.md,20024,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ20024_updated.md,PASS,Question YAML heading with fenced yaml block present
816,CQ20024.md,20024,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ20024_updated.md,PASS,json parsed as dict
817,CQ20024.md,20024,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ20024_updated.md,PASS,json parsed as dict
818,CQ20024.md,20024,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ20024_updated.md,PASS,json parsed as dict
819,CQ20031.md,20031,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ20031_updated.md,PASS,json parsed as dict
820,CQ20031.md,20031,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ20031_updated.md,PASS,json parsed as dict
821,CQ20031.md,20031,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ20031_updated.md,PASS,json parsed as dict
822,CQ20055.md,20055,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ20055_updated.md,PASS,Question YAML heading with fenced yaml block present
823,CQ20055.md,20055,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ20055_updated.md,PASS,case-study numbered item count = 17
824,CQ20055.md,20055,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ20055_updated.md,PASS,json parsed as dict
825,CQ20055.md,20055,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ20055_updated.md,PASS,json parsed as dict
826,CQ20055.md,20055,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ20055_updated.md,PASS,json parsed as dict
827,CQ20100.md,20100,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ20100_updated.md,PASS,leading YAML frontmatter present
828,CQ20100.md,20100,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ20100_updated.md,PASS,Question YAML heading with fenced yaml block present
829,CQ20100.md,20100,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ20100_updated.md,PASS,case-study numbered item count = 17
830,CQ20100.md,20100,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ20100_updated.md,PASS,json parsed as dict
831,CQ20100.md,20100,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ20100_updated.md,PASS,json parsed as dict
832,CQ20100.md,20100,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ20100_updated.md,PASS,json parsed as dict
833,CQ20123.md,20123,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ20123_updated.md,PASS,leading YAML frontmatter present
834,CQ20123.md,20123,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ20123_updated.md,PASS,Question YAML heading with fenced yaml block present
835,CQ20123.md,20123,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ20123_updated.md,PASS,case-study numbered item count = 17
836,CQ20123.md,20123,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ20123_updated.md,PASS,json parsed as dict
837,CQ20123.md,20123,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ20123_updated.md,PASS,json parsed as dict
838,CQ20123.md,20123,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ20123_updated.md,PASS,json parsed as dict
839,CQ20125.md,20125,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ20125_updated.md,PASS,json parsed as dict
840,CQ20125.md,20125,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ20125_updated.md,PASS,json parsed as dict
