excelRow,status,qid,subject,topic,subtopic,selectedCode,selectedPath,confidence,source,score,margin,note
"2399","real_property_ownership_questions_batch_001_estates_conveyancing::r12::V3-RPO-011","21702","Real Property","Estates and conveyancing","O-4","82010103","Nature and Ownership of Land > Present Possessory Interests in Land > Life estates","review","score","44","0","Subject-filtered score is plausible but close; review recommended."
"2400","real_property_ownership_questions_batch_001_estates_conveyancing::r10::V3-RPO-009","17559","Real Property","Estates and conveyancing","O-4","82010101","Nature and Ownership of Land > Present Possessory Interests in Land > Fee simple absolute","review","score","46","2","Subject-filtered score is plausible but close; review recommended."
"2401","real_property_ownership_questions_batch_003_executory_limitations::r3::V3-RPO-042","17745","Real Property","Estates and conveyancing","O-4","82010103","Nature and Ownership of Land > Present Possessory Interests in Land > Life estates","review","score","50","1","Subject-filtered score is plausible but close; review recommended."
"2402","real_property_ownership_questions_batch_002_grantor_future_interests::r7::V3-RPO-026","18139","Real Property","Estates and conveyancing","O-4","82010204","Nature and Ownership of Land > Future Interests > Possibility of reverter","high","score","59","8","Matched from QBank metadata/status tokens with subject-filtered score."
"2403","real_property_ownership_questions_batch_003_executory_limitations::r12::V3-RPO-051","18207","Real Property","Estates and conveyancing","O-4","82010203","Nature and Ownership of Land > Future Interests > Executory interests","review","score","47","3","Subject-filtered score is plausible but close; review recommended."
"2404","real_property_ownership_questions_batch_001_estates_conveyancing::r15::V3-RPO-014","18578","Real Property","Estates and conveyancing","O-4","82010101","Nature and Ownership of Land > Present Possessory Interests in Land > Fee simple absolute","review","score","46","0","Subject-filtered score is plausible but close; review recommended."
"2405","real_property_ownership_questions_batch_001_estates_conveyancing::r18::V3-RPO-017","18634","Real Property","Estates and conveyancing","O-4","84040201","Titles, Deeds, and Conveyancing > Conveyance by Deed > Requirements for valid deed","high","phrase_rule","44","0","Matched from QBank metadata using explicit legal phrase rule."
"2406","real_property_ownership_questions_batch_003_executory_limitations::r5::V3-RPO-044","18644","Real Property","Estates and conveyancing","O-4","82010101","Nature and Ownership of Land > Present Possessory Interests in Land > Fee simple absolute","review","score","44","0","Subject-filtered score is plausible but close; review recommended."
"2407","real_property_ownership_questions_batch_002_grantor_future_interests::r3::V3-RPO-022","18838","Real Property","Estates and conveyancing","O-4","82010103","Nature and Ownership of Land > Present Possessory Interests in Land > Life estates","review","score","49","2","Subject-filtered score is plausible but close; review recommended."
"2408","real_property_ownership_questions_batch_001_estates_conveyancing::r3::V3-RPO-002","18881","Real Property","Estates and conveyancing","O-4","82010103","Nature and Ownership of Land > Present Possessory Interests in Land > Life estates","review","score","44","2","Subject-filtered score is plausible but close; review recommended."
"2409","real_property_ownership_questions_batch_004_estate_boundary_conveyancing::r13::V3-RPO-072","18889","Real Property","Estates and conveyancing","O-4","82010103","Nature and Ownership of Land > Present Possessory Interests in Land > Life estates","review","score","44","0","Subject-filtered score is plausible but close; review recommended."
"2410","real_property_ownership_questions_batch_003_executory_limitations::r14::V3-RPO-053","18931","Real Property","Estates and conveyancing","O-4","82010203","Nature and Ownership of Land > Future Interests > Executory interests","review","score","44","2","Subject-filtered score is plausible but close; review recommended."
"2411","real_property_ownership_questions_batch_001_estates_conveyancing::r7::V3-RPO-006","19079","Real Property","Estates and conveyancing","O-4","82010101","Nature and Ownership of Land > Present Possessory Interests in Land > Fee simple absolute","review","score","49","2","Subject-filtered score is plausible but close; review recommended."
"2412","real_property_ownership_questions_batch_004_estate_boundary_conveyancing::r6::V3-RPO-065","19391","Real Property","Estates and conveyancing","O-4","81020105","Non-Possessory Rights and Interests in Land > Easements > Termination and Modification","high","phrase_rule","44","0","Matched from QBank metadata using explicit legal phrase rule."
"2413","real_property_ownership_questions_batch_002_grantor_future_interests::r5::V3-RPO-024","19683","Real Property","Estates and conveyancing","O-4","82010103","Nature and Ownership of Land > Present Possessory Interests in Land > Life estates","review","score","49","2","Subject-filtered score is plausible but close; review recommended."
"2414","real_property_ownership_questions_batch_004_estate_boundary_conveyancing::r9::V3-RPO-068","20011","Real Property","Estates and conveyancing","O-4","82010103","Nature and Ownership of Land > Present Possessory Interests in Land > Life estates","review","score","44","2","Subject-filtered score is plausible but close; review recommended."
"2415","real_property_ownership_questions_batch_004_estate_boundary_conveyancing::r14::V3-RPO-073","20213","Real Property","Estates and conveyancing","O-4","82010103","Nature and Ownership of Land > Present Possessory Interests in Land > Life estates","review","score","44","0","Subject-filtered score is plausible but close; review recommended."
"2416","real_property_ownership_questions_batch_004_estate_boundary_conveyancing::r2::V3-RPO-061","20408","Real Property","Estates and conveyancing","O-4","81020103","Non-Possessory Rights and Interests in Land > Easements > Scope","high","phrase_rule","44","2","Matched from QBank metadata using explicit legal phrase rule."
"2417","real_property_ownership_questions_batch_004_estate_boundary_conveyancing::r8::V3-RPO-067","20815","Real Property","Estates and conveyancing","O-4","82010103","Nature and Ownership of Land > Present Possessory Interests in Land > Life estates","review","score","42","0","Subject-filtered score is plausible but close; review recommended."
"2418","real_property_ownership_questions_batch_003_executory_limitations::r15::V3-RPO-054","20842","Real Property","Estates and conveyancing","O-4","84040201","Titles, Deeds, and Conveyancing > Conveyance by Deed > Requirements for valid deed","high","phrase_rule","44","2","Matched from QBank metadata using explicit legal phrase rule."
"2419","real_property_ownership_questions_batch_002_grantor_future_interests::r12::V3-RPO-031","20852","Real Property","Estates and conveyancing","O-4","82010205","Nature and Ownership of Land > Future Interests > Power of termination","high","score","57","6","Matched from QBank metadata/status tokens with subject-filtered score."
"2420","real_property_ownership_questions_batch_003_executory_limitations::r8::V3-RPO-047","21465","Real Property","Estates and conveyancing","O-4","84040201","Titles, Deeds, and Conveyancing > Conveyance by Deed > Requirements for valid deed","high","phrase_rule","45","1","Matched from QBank metadata using explicit legal phrase rule."
"2421","real_property_ownership_questions_batch_002_grantor_future_interests::r17::V3-RPO-036","21627","Real Property","Estates and conveyancing","O-4","82010204","Nature and Ownership of Land > Future Interests > Possibility of reverter","high","score","59","5","Matched from QBank metadata/status tokens with subject-filtered score."
"2422","real_property_ownership_questions_batch_002_grantor_future_interests::r18::V3-RPO-037","17031","Real Property","Estates and conveyancing","O-4","84040201","Titles, Deeds, and Conveyancing > Conveyance by Deed > Requirements for valid deed","high","phrase_rule","52","2","Matched from QBank metadata using explicit legal phrase rule."
"2423","real_property_ownership_questions_batch_001_estates_conveyancing::r21::V3-RPO-020","17060","Real Property","Estates and conveyancing","O-4","84040201","Titles, Deeds, and Conveyancing > Conveyance by Deed > Requirements for valid deed","high","phrase_rule","44","2","Matched from QBank metadata using explicit legal phrase rule."
"2424","real_property_ownership_questions_batch_001_estates_conveyancing::r14::V3-RPO-013","17199","Real Property","Estates and conveyancing","O-4","82010103","Nature and Ownership of Land > Present Possessory Interests in Land > Life estates","review","score","42","0","Subject-filtered score is plausible but close; review recommended."
"2425","real_property_ownership_questions_batch_002_grantor_future_interests::r21::V3-RPO-040","17201","Real Property","Estates and conveyancing","O-4","82010103","Nature and Ownership of Land > Present Possessory Interests in Land > Life estates","review","score","54","2","Subject-filtered score is plausible but close; review recommended."
"2426","real_property_ownership_questions_batch_004_estate_boundary_conveyancing::r17::V3-RPO-076","17243","Real Property","Estates and conveyancing","O-4","82010103","Nature and Ownership of Land > Present Possessory Interests in Land > Life estates","review","score","42","0","Subject-filtered score is plausible but close; review recommended."
"2427","real_property_ownership_questions_batch_002_grantor_future_interests::r14::V3-RPO-033","17275","Real Property","Estates and conveyancing","O-4","82010205","Nature and Ownership of Land > Future Interests > Power of termination","high","score","57","8","Matched from QBank metadata/status tokens with subject-filtered score."
"2428","real_property_ownership_questions_batch_001_estates_conveyancing::r17::V3-RPO-016","17388","Real Property","Estates and conveyancing","O-4","82010101","Nature and Ownership of Land > Present Possessory Interests in Land > Fee simple absolute","review","score","54","2","Subject-filtered score is plausible but close; review recommended."
"2429","real_property_ownership_questions_batch_004_estate_boundary_conveyancing::r21::V3-RPO-080","17517","Real Property","Estates and conveyancing","O-4","81020102","Non-Possessory Rights and Interests in Land > Easements > Creation","high","phrase_rule","46","0","Matched from QBank metadata using explicit legal phrase rule."
"2430","real_property_ownership_questions_batch_001_estates_conveyancing::r5::V3-RPO-004","18532","Real Property","Estates and conveyancing","O-4","82010103","Nature and Ownership of Land > Present Possessory Interests in Land > Life estates","review","score","44","2","Subject-filtered score is plausible but close; review recommended."
"2431","real_property_ownership_questions_batch_003_executory_limitations::r6::V3-RPO-045","18734","Real Property","Estates and conveyancing","O-4","82010103","Nature and Ownership of Land > Present Possessory Interests in Land > Life estates","review","score","44","0","Subject-filtered score is plausible but close; review recommended."
"2432","real_property_ownership_questions_batch_004_estate_boundary_conveyancing::r18::V3-RPO-077","19270","Real Property","Estates and conveyancing","O-4","81020103","Non-Possessory Rights and Interests in Land > Easements > Scope","high","phrase_rule","42","0","Matched from QBank metadata using explicit legal phrase rule."
"2433","real_property_ownership_questions_batch_001_estates_conveyancing::r8::V3-RPO-007","19529","Real Property","Estates and conveyancing","O-4","82010101","Nature and Ownership of Land > Present Possessory Interests in Land > Fee simple absolute","review","score","46","2","Subject-filtered score is plausible but close; review recommended."
"2434","real_property_ownership_questions_batch_003_executory_limitations::r17::V3-RPO-056","20608","Real Property","Estates and conveyancing","O-4","82010203","Nature and Ownership of Land > Future Interests > Executory interests","review","score","46","2","Subject-filtered score is plausible but close; review recommended."
"2435","real_property_ownership_questions_batch_002_grantor_future_interests::r8::V3-RPO-027","21272","Real Property","Estates and conveyancing","O-4","82010204","Nature and Ownership of Land > Future Interests > Possibility of reverter","high","score","59","10","Matched from QBank metadata/status tokens with subject-filtered score."
"2436","real_property_ownership_questions_batch_001_estates_conveyancing::r11::V3-RPO-010","21443","Real Property","Estates and conveyancing","O-4","82010101","Nature and Ownership of Land > Present Possessory Interests in Land > Fee simple absolute","review","score","46","2","Subject-filtered score is plausible but close; review recommended."
"2437","real_property_ownership_questions_batch_002_grantor_future_interests::r15::V3-RPO-034","17515","Real Property","Estates and conveyancing","O-4","81020104","Non-Possessory Rights and Interests in Land > Easements > Transferability","high","phrase_rule","57","8","Matched from QBank metadata using explicit legal phrase rule."
"2438","real_property_ownership_questions_batch_002_grantor_future_interests::r10::V3-RPO-029","17767","Real Property","Estates and conveyancing","O-4","81020104","Non-Possessory Rights and Interests in Land > Easements > Transferability","high","phrase_rule","59","10","Matched from QBank metadata using explicit legal phrase rule."
"2439","real_property_ownership_questions_batch_003_executory_limitations::r21::V3-RPO-060","19341","Real Property","Estates and conveyancing","O-4","82010203","Nature and Ownership of Land > Future Interests > Executory interests","review","score","47","1","Subject-filtered score is plausible but close; review recommended."
"2440","real_property_ownership_questions_batch_004_estate_boundary_conveyancing::r10::V3-RPO-069","19444","Real Property","Estates and conveyancing","O-4","82010302","Nature and Ownership of Land > Concurrent Estates > Tenancy in common","review","score","45","0","Subject-filtered score is plausible but close; review recommended."
"2441","real_property_ownership_questions_batch_001_estates_conveyancing::r19::V3-RPO-018","19845","Real Property","Estates and conveyancing","O-4","82010101","Nature and Ownership of Land > Present Possessory Interests in Land > Fee simple absolute","high","score","49","5","Matched from QBank metadata/status tokens with subject-filtered score."
"2442","real_property_ownership_questions_batch_004_estate_boundary_conveyancing::r20::V3-RPO-079","20584","Real Property","Estates and conveyancing","O-4","82010101","Nature and Ownership of Land > Present Possessory Interests in Land > Fee simple absolute","review","score","44","2","Subject-filtered score is plausible but close; review recommended."
"2443","real_property_ownership_questions_batch_002_grantor_future_interests::r11::V3-RPO-030","20824","Real Property","Estates and conveyancing","O-4","82010102","Nature and Ownership of Land > Present Possessory Interests in Land > Defeasible fees","review","score","54","2","Subject-filtered score is plausible but close; review recommended."
"2444","real_property_ownership_questions_batch_003_executory_limitations::r20::V3-RPO-059","21233","Real Property","Estates and conveyancing","O-4","81020104","Non-Possessory Rights and Interests in Land > Easements > Transferability","high","phrase_rule","49","2","Matched from QBank metadata using explicit legal phrase rule."
"2445","real_property_ownership_questions_batch_002_grantor_future_interests::r20::V3-RPO-039","21318","Real Property","Estates and conveyancing","O-4","82010205","Nature and Ownership of Land > Future Interests > Power of termination","high","score","57","8","Matched from QBank metadata/status tokens with subject-filtered score."
"2446","real_property_ownership_questions_batch_004_estate_boundary_conveyancing::r7::V3-RPO-066","21802","Real Property","Estates and conveyancing","O-4","81020102","Non-Possessory Rights and Interests in Land > Easements > Creation","high","phrase_rule","44","0","Matched from QBank metadata using explicit legal phrase rule."
"2447","real_property_ownership_questions_batch_001_estates_conveyancing::r16::V3-RPO-015","17224","Real Property","Estates and conveyancing","O-4","82010103","Nature and Ownership of Land > Present Possessory Interests in Land > Life estates","review","score","46","0","Subject-filtered score is plausible but close; review recommended."
"2448","real_property_ownership_questions_batch_001_estates_conveyancing::r13::V3-RPO-012","17284","Real Property","Estates and conveyancing","O-4","82010102","Nature and Ownership of Land > Present Possessory Interests in Land > Defeasible fees","review","score","44","0","Subject-filtered score is plausible but close; review recommended."
"2449","real_property_ownership_questions_batch_002_grantor_future_interests::r16::V3-RPO-035","17734","Real Property","Estates and conveyancing","O-4","82010103","Nature and Ownership of Land > Present Possessory Interests in Land > Life estates","review","score","49","0","Subject-filtered score is plausible but close; review recommended."
"2450","real_property_ownership_questions_batch_004_estate_boundary_conveyancing::r19::V3-RPO-078","18023","Real Property","Estates and conveyancing","O-4","81020103","Non-Possessory Rights and Interests in Land > Easements > Scope","high","phrase_rule","44","0","Matched from QBank metadata using explicit legal phrase rule."
"2451","real_property_ownership_questions_batch_002_grantor_future_interests::r4::V3-RPO-023","18302","Real Property","Estates and conveyancing","O-4","82010201","Nature and Ownership of Land > Future Interests > Contingent and vested remainders","review","score","52","3","Subject-filtered score is plausible but close; review recommended."
"2452","real_property_ownership_questions_batch_004_estate_boundary_conveyancing::r4::V3-RPO-063","18306","Real Property","Estates and conveyancing","O-4","82010103","Nature and Ownership of Land > Present Possessory Interests in Land > Life estates","review","score","44","0","Subject-filtered score is plausible but close; review recommended."
"2453","real_property_ownership_questions_batch_001_estates_conveyancing::r20::V3-RPO-019","18754","Real Property","Estates and conveyancing","O-4","84040201","Titles, Deeds, and Conveyancing > Conveyance by Deed > Requirements for valid deed","high","phrase_rule","46","2","Matched from QBank metadata using explicit legal phrase rule."
"2454","real_property_ownership_questions_batch_003_executory_limitations::r16::V3-RPO-055","19066","Real Property","Estates and conveyancing","O-4","82010103","Nature and Ownership of Land > Present Possessory Interests in Land > Life estates","review","score","45","1","Subject-filtered score is plausible but close; review recommended."
"2455","real_property_ownership_questions_batch_004_estate_boundary_conveyancing::r16::V3-RPO-075","20375","Real Property","Estates and conveyancing","O-4","82010103","Nature and Ownership of Land > Present Possessory Interests in Land > Life estates","review","score","42","0","Subject-filtered score is plausible but close; review recommended."
"2456","real_property_ownership_questions_batch_003_executory_limitations::r10::V3-RPO-049","21100","Real Property","Estates and conveyancing","O-4","82010203","Nature and Ownership of Land > Future Interests > Executory interests","review","score","44","2","Subject-filtered score is plausible but close; review recommended."
"2457","real_property_ownership_questions_batch_003_executory_limitations::r13::V3-RPO-052","21190","Real Property","Estates and conveyancing","O-4","82010201","Nature and Ownership of Land > Future Interests > Contingent and vested remainders","high","score","49","5","Matched from QBank metadata/status tokens with subject-filtered score."
"2458","real_property_ownership_questions_batch_003_executory_limitations::r4::V3-RPO-043","21213","Real Property","Estates and conveyancing","O-4","82010103","Nature and Ownership of Land > Present Possessory Interests in Land > Life estates","review","score","46","0","Subject-filtered score is plausible but close; review recommended."
"2459","real_property_ownership_questions_batch_001_estates_conveyancing::r4::V3-RPO-003","21261","Real Property","Estates and conveyancing","O-4","82010103","Nature and Ownership of Land > Present Possessory Interests in Land > Life estates","review","score","46","2","Subject-filtered score is plausible but close; review recommended."
"2460","CL-465","19541","Constitutional Law","First Amendment - Freedom of Speech","Obscenity and adult speech","44040502","Individual Rights > First Amendment Protections > Freedom of speech and expression","high","phrase_rule","41","8","Matched from QBank metadata using explicit legal phrase rule."
"2461","TR-463","19060","Torts","Defamation","Of-and-concerning plaintiff","62050401","Other Torts > Defamation, Privacy, and Reputation Torts > Defamation","high","phrase_rule","37","0","Matched from QBank metadata using explicit legal phrase rule."
"2462","TR-303","20600","Torts","Defamation","Of-and-concerning plaintiff","62050401","Other Torts > Defamation, Privacy, and Reputation Torts > Defamation","high","phrase_rule","37","0","Matched from QBank metadata using explicit legal phrase rule."
"2463","TR-121","21103","Torts","Defamation","Of-and-concerning plaintiff and publication","62050401","Other Torts > Defamation, Privacy, and Reputation Torts > Defamation","high","phrase_rule","37","0","Matched from QBank metadata using explicit legal phrase rule."
"2464","CP-337","18834","Civil Procedure","Discovery","Opinion Work Product","95070405","Pretrial Procedures > Discovery > Privileges","high","phrase_rule","47","5","Matched from QBank metadata using explicit legal phrase rule."
"2465","CP-174","19051","Civil Procedure","Discovery","Opinion work product","95070405","Pretrial Procedures > Discovery > Privileges","high","phrase_rule","42","0","Matched from QBank metadata using explicit legal phrase rule."
"2466","TR-125","17903","Torts","Defamation","Ordinary slander and special damages","61020500","Negligence > Damages","high","phrase_rule","37","0","Matched from QBank metadata using explicit legal phrase rule."
"2467","TR-307","18318","Torts","Defamation","Ordinary slander damages","61020500","Negligence > Damages","high","phrase_rule","37","0","Matched from QBank metadata using explicit legal phrase rule."
"2468","CP-336","20322","Civil Procedure","Discovery","Ordinary Work Product","95070405","Pretrial Procedures > Discovery > Privileges","high","phrase_rule","42","0","Matched from QBank metadata using explicit legal phrase rule."
"2469","CL-188","17439","Constitutional Law","Justiciability","Organizational Standing","43020201","Judicial Review > Jurisdiction of Courts > Constitutional limitations and justiciability","high","score","39","12","Matched from QBank metadata/status tokens with subject-filtered score."
"2470","CR-033","17127","Criminal Law","Other Person Crimes","Other Crimes","75080100","Fifth and Sixth Amendments—Statements, Confessions, and Identifications > Statements and Confessions","high","phrase_rule","43","0","Matched from QBank metadata using explicit legal phrase rule."
"2471","CR-057","17165","Criminal Law","Property Crimes","Other Crimes","73030200","Crimes against Property > Larceny by trick","high","phrase_rule","48","0","Matched from QBank metadata using explicit legal phrase rule."
"2472","CR-039","17371","Criminal Law","Other Person Crimes","Other Crimes","73020700","Crimes against the Person > Rape","high","phrase_rule","42","2","Matched from QBank metadata using explicit legal phrase rule."
"2473","CR-045","17375","Criminal Law","Other Person Crimes","Other Crimes","73020500","Crimes against the Person > Kidnapping","high","phrase_rule","48","3","Matched from QBank metadata using explicit legal phrase rule."
"2474","CR-059","17647","Criminal Law","Property Crimes","Other Crimes","73030400","Crimes against Property > Robbery","high","phrase_rule","45","2","Matched from QBank metadata using explicit legal phrase rule."
"2475","CR-064","17726","Criminal Law","Property Crimes","Other Crimes","73031000","Crimes against Property > Burglary","high","phrase_rule","47","4","Matched from QBank metadata using explicit legal phrase rule."
"2476","CR-046","17852","Criminal Law","Property Crimes","Other Crimes","73030100","Crimes against Property > Larceny","high","phrase_rule","45","0","Matched from QBank metadata using explicit legal phrase rule."
"2477","CR-067","17923","Criminal Law","Property Crimes","Other Crimes","73030900","Crimes against Property > Arson","high","phrase_rule","45","2","Matched from QBank metadata using explicit legal phrase rule."
"2478","CR-031","17930","Criminal Law","Other Person Crimes","Other Crimes","73020300","Crimes against the Person > Battery","review","score","46","3","Subject-filtered score is plausible but close; review recommended."
"2479","CR-036","17963","Criminal Law","Other Person Crimes","Other Crimes","72060206","Defenses > Justification Defenses > Duress","high","phrase_rule","48","8","Matched from QBank metadata using explicit legal phrase rule."
"2480","CR-055","18156","Criminal Law","Property Crimes","Other Crimes","73030300","Crimes against Property > False pretenses","high","phrase_rule","50","7","Matched from QBank metadata using explicit legal phrase rule."
"2481","CR-063","18574","Criminal Law","Property Crimes","Other Crimes","73031000","Crimes against Property > Burglary","high","phrase_rule","47","4","Matched from QBank metadata using explicit legal phrase rule."
"2482","CR-052","19080","Criminal Law","Property Crimes","Other Crimes","73030100","Crimes against Property > Larceny","high","phrase_rule","48","0","Matched from QBank metadata using explicit legal phrase rule."
"2483","CR-032","19144","Criminal Law","Other Person Crimes","Other Crimes","73020300","Crimes against the Person > Battery","review","score","46","3","Subject-filtered score is plausible but close; review recommended."
"2484","CR-054","19263","Criminal Law","Property Crimes","Other Crimes","73030200","Crimes against Property > Larceny by trick","high","phrase_rule","50","2","Matched from QBank metadata using explicit legal phrase rule."
"2485","CR-043","19346","Criminal Law","Other Person Crimes","Other Crimes","75080300","Fifth and Sixth Amendments—Statements, Confessions, and Identifications > Right to Confrontation","high","phrase_rule","43","3","Matched from QBank metadata using explicit legal phrase rule."
"2486","CR-068","19420","Criminal Law","Property Crimes","Other Crimes","73030801","Crimes against Property > Possession offenses > Receipt of stolen property","high","phrase_rule","49","6","Matched from QBank metadata using explicit legal phrase rule."
"2487","Q-Q-14719","19534","Criminal Law","Other Crimes","Other Crimes","73030801","Crimes against Property > Possession offenses > Receipt of stolen property","review","score","38","0","Subject-filtered score is plausible but close; review recommended."
"2488","CR-041","19538","Criminal Law","Other Person Crimes","Other Crimes","73020700","Crimes against the Person > Rape","high","phrase_rule","42","2","Matched from QBank metadata using explicit legal phrase rule."
"2489","Q-Q-14715","19651","Criminal Law","Other Crimes","Other Crimes","73031000","Crimes against Property > Burglary","high","phrase_rule","42","4","Matched from QBank metadata using explicit legal phrase rule."
"2490","CR-044","19720","Criminal Law","Other Person Crimes","Other Crimes","73020300","Crimes against the Person > Battery","review","score","46","3","Subject-filtered score is plausible but close; review recommended."
"2491","CR-050","19848","Criminal Law","Property Crimes","Other Crimes","71040300","Inchoate Offenses > Attempt","high","phrase_rule","45","0","Matched from QBank metadata using explicit legal phrase rule."
"2492","CR-035","19996","Criminal Law","Other Person Crimes","Other Crimes","73020400","Crimes against the Person > False imprisonment","high","score","48","8","Matched from QBank metadata/status tokens with subject-filtered score."
"2493","CR-069","20023","Criminal Law","Property Crimes","Other Crimes","73030801","Crimes against Property > Possession offenses > Receipt of stolen property","high","phrase_rule","49","6","Matched from QBank metadata using explicit legal phrase rule."
"2494","CR-058","20122","Criminal Law","Property Crimes","Other Crimes","73030100","Crimes against Property > Larceny","high","phrase_rule","45","0","Matched from QBank metadata using explicit legal phrase rule."
"2495","CR-062","20265","Criminal Law","Property Crimes","Other Crimes","73031000","Crimes against Property > Burglary","high","phrase_rule","47","4","Matched from QBank metadata using explicit legal phrase rule."
"2496","CR-040","20323","Criminal Law","Other Person Crimes","Other Crimes","73020700","Crimes against the Person > Rape","high","phrase_rule","42","2","Matched from QBank metadata using explicit legal phrase rule."
"2497","CR-038","20350","Criminal Law","Other Person Crimes","Other Crimes","73020500","Crimes against the Person > Kidnapping","high","phrase_rule","45","5","Matched from QBank metadata using explicit legal phrase rule."
"2498","CR-048","20548","Criminal Law","Property Crimes","Other Crimes","73030100","Crimes against Property > Larceny","high","phrase_rule","45","0","Matched from QBank metadata using explicit legal phrase rule."
"2499","CR-042","20629","Criminal Law","Other Person Crimes","Other Crimes","73020600","Crimes against the Person > Mayhem","review","score","43","3","Subject-filtered score is plausible but close; review recommended."
"2500","CR-066","20689","Criminal Law","Property Crimes","Other Crimes","73030900","Crimes against Property > Arson","high","phrase_rule","45","2","Matched from QBank metadata using explicit legal phrase rule."
"2501","CR-034","20936","Criminal Law","Other Person Crimes","Other Crimes","71040300","Inchoate Offenses > Attempt","high","phrase_rule","43","0","Matched from QBank metadata using explicit legal phrase rule."
"2502","CR-037","21058","Criminal Law","Other Person Crimes","Other Crimes","73020500","Crimes against the Person > Kidnapping","high","phrase_rule","45","5","Matched from QBank metadata using explicit legal phrase rule."
"2503","CR-053","21156","Criminal Law","Property Crimes","Other Crimes","73030100","Crimes against Property > Larceny","high","phrase_rule","47","2","Matched from QBank metadata using explicit legal phrase rule."
"2504","CR-047","21171","Criminal Law","Property Crimes","Other Crimes","73030100","Crimes against Property > Larceny","high","phrase_rule","45","0","Matched from QBank metadata using explicit legal phrase rule."
"2505","CR-061","21464","Criminal Law","Property Crimes","Other Crimes","73030100","Crimes against Property > Larceny","high","phrase_rule","45","0","Matched from QBank metadata using explicit legal phrase rule."
"2506","CR-070","21572","Criminal Law","Property Crimes","Other Crimes","73030200","Crimes against Property > Larceny by trick","high","phrase_rule","50","2","Matched from QBank metadata using explicit legal phrase rule."
"2507","CR-049","21596","Criminal Law","Property Crimes","Other Crimes","73030100","Crimes against Property > Larceny","high","phrase_rule","45","0","Matched from QBank metadata using explicit legal phrase rule."
"2508","CR-065","21599","Criminal Law","Property Crimes","Other Crimes","73030300","Crimes against Property > False pretenses","high","phrase_rule","50","3","Matched from QBank metadata using explicit legal phrase rule."
"2509","CR-447","17444","Criminal Law","Property Crimes","Other Crimes","73030100","Crimes against Property > Larceny","high","phrase_rule","45","0","Matched from QBank metadata using explicit legal phrase rule."
"2510","CR-304","20180","Criminal Law","Property Crimes","Other Crimes","73031000","Crimes against Property > Burglary","high","phrase_rule","47","4","Matched from QBank metadata using explicit legal phrase rule."
"2511","CR-297","18123","Criminal Law","Property Crimes","Other Crimes","73030801","Crimes against Property > Possession offenses > Receipt of stolen property","review","score","46","3","Subject-filtered score is plausible but close; review recommended."
"2512","CR-462","19000","Criminal Law","Property Crimes","Other Crimes","73030600","Crimes against Property > Extortion","review","score","47","4","Subject-filtered score is plausible but close; review recommended."
"2513","CR-288","19957","Criminal Law","Property Crimes","Other Crimes","73030100","Crimes against Property > Larceny","high","phrase_rule","45","0","Matched from QBank metadata using explicit legal phrase rule."
"2514","CR-302","17426","Criminal Law","Property Crimes","Other Crimes","73030600","Crimes against Property > Extortion","review","score","47","4","Subject-filtered score is plausible but close; review recommended."
"2515","CR-454","21184","Criminal Law","Property Crimes","Other Crimes","73030100","Crimes against Property > Larceny","high","phrase_rule","45","0","Matched from QBank metadata using explicit legal phrase rule."
"2516","CR-294","21530","Criminal Law","Property Crimes","Other Crimes","73030200","Crimes against Property > Larceny by trick","high","phrase_rule","50","2","Matched from QBank metadata using explicit legal phrase rule."
"2517","CR-465","17993","Criminal Law","Property Crimes","Other Crimes","73030400","Crimes against Property > Robbery","high","phrase_rule","48","0","Matched from QBank metadata using explicit legal phrase rule."
"2518","CR-298","18477","Criminal Law","Property Crimes","Other Crimes","73030801","Crimes against Property > Possession offenses > Receipt of stolen property","review","score","46","3","Subject-filtered score is plausible but close; review recommended."
"2519","CR-455","17149","Criminal Law","Property Crimes","Other Crimes","73030400","Crimes against Property > Robbery","high","phrase_rule","45","2","Matched from QBank metadata using explicit legal phrase rule."
"2520","CR-446","21504","Criminal Law","Property Crimes","Other Crimes","73030100","Crimes against Property > Larceny","high","phrase_rule","45","0","Matched from QBank metadata using explicit legal phrase rule."
"2521","CR-289","18843","Criminal Law","Property Crimes","Other Crimes","73030100","Crimes against Property > Larceny","high","phrase_rule","45","0","Matched from QBank metadata using explicit legal phrase rule."
"2522","CR-303","17225","Criminal Law","Property Crimes","Other Crimes","73031000","Crimes against Property > Burglary","high","phrase_rule","47","4","Matched from QBank metadata using explicit legal phrase rule."
"2523","CR-293","19554","Criminal Law","Property Crimes","Other Crimes","73030100","Crimes against Property > Larceny","high","phrase_rule","48","0","Matched from QBank metadata using explicit legal phrase rule."
"2524","CR-305","21165","Criminal Law","Property Crimes","Other Crimes","73030900","Crimes against Property > Arson","high","phrase_rule","45","2","Matched from QBank metadata using explicit legal phrase rule."
"2525","CR-460","20225","Criminal Law","Property Crimes","Other Crimes","73030900","Crimes against Property > Arson","high","phrase_rule","45","2","Matched from QBank metadata using explicit legal phrase rule."
"2526","CR-287","17859","Criminal Law","Property Crimes","Other Crimes","73030100","Crimes against Property > Larceny","high","phrase_rule","45","0","Matched from QBank metadata using explicit legal phrase rule."
"2527","CR-458","21374","Criminal Law","Property Crimes","Other Crimes","73031000","Crimes against Property > Burglary","high","phrase_rule","47","4","Matched from QBank metadata using explicit legal phrase rule."
